VacID	JumpID	ERGforward	ERGbackward	ERGstartshow	ERGendshow	ERGstart	ERG1	ERG2	ERG3	ERG4	ERG5	ERGend	DISTstart	DIST1	DIST2	DIST3	DIST4	DIST5	DISTend	FORCEsaddle	DIST	POS
22	69	.537691	.414577	-843.15245487	-843.02934116	0.000000	0.113978	0.391631	0.537691	0.427329	0.212620	0.123114	0.000000	0.586702	1.166476	1.742103	2.273041	2.810364	3.339536	-0.007699	2.90320947118812	1.742103
22	23	.325907	.392435	-843.15245487	-843.21898333	0.000000	0.089956	0.255323	0.325907	0.219511	0.020139	-0.066528	0.000000	0.486345	0.966941	1.443437	1.965412	2.491024	3.007981	0.012234	2.79226144217335	1.443437
18	23	.331777	.172817	-841.03330928	-840.87434911	0.000000	0.093380	0.264011	0.331777	0.292235	0.202023	0.158960	0.000000	0.572862	1.145521	1.721392	2.202920	2.685538	3.169246	-0.008640	2.76354618560299	1.721392
18	84	.284276	.197378	-841.03330928	-840.94641100	0.000000	0.072214	0.210626	0.284276	0.241747	0.143671	0.086898	0.000000	0.461148	0.927563	1.398289	1.833150	2.272587	2.714179	-0.020657	2.54069828449514	1.398289
18	19	.316244	.213409	-841.03330928	-840.93047465	0.000000	0.086804	0.241738	0.316244	0.267908	0.158954	0.102835	0.000000	0.477329	0.952752	1.432593	1.855288	2.286651	2.715773	-0.013820	2.53067075846783	1.432593
20	18	.197880	.458280	-843.23171351	-843.49211330	0.000000	0.052308	0.149217	0.197880	0.089838	-0.139173	-0.260400	0.000000	0.444934	0.892514	1.339794	1.861292	2.379921	2.907241	0.012916	2.66401148965125	1.339794
20	215	.579795	.486880	-843.23171351	-843.13879877	0.000000	0.145641	0.442576	0.579795	0.456871	0.213071	0.092915	0.000000	0.509910	1.024246	1.536389	2.020444	2.510411	2.997579	-0.002365	2.74301858776992	1.536389
20	21	.399484	.386526	-843.23171351	-843.21875503	0.000000	0.104678	0.306018	0.399484	0.300414	0.107959	0.012958	0.000000	0.474300	0.948871	1.422463	1.890897	2.360242	2.834069	0.002421	2.63321396563663	1.422463
20	17	.382651	.385222	-843.23171351	-843.23428412	0.000000	0.105431	0.296947	0.382651	0.293379	0.101845	-0.002571	0.000000	0.511317	1.018327	1.522456	2.025025	2.529990	3.041643	-0.000362	2.82254121210932	1.522456
20	5	.419020	.422672	-843.23171351	-843.23536514	0.000000	0.093957	0.307258	0.419020	0.308106	0.096036	-0.003652	0.000000	0.505466	1.007235	1.507796	2.013657	2.519715	3.027150	-0.000582	2.72971865666542	1.507796
71	132	.550763	.506556	-839.40841177	-839.36420507	0.000000	0.144109	0.419985	0.550763	0.426490	0.171319	0.044207	0.000000	0.499683	0.992204	1.487544	1.968355	2.451217	2.937355	-0.001478	2.70655422682516	1.487544
71	66	.433748	.449687	-839.40841177	-839.42435046	0.000000	0.111664	0.332380	0.433748	0.319244	0.091162	-0.015939	0.000000	0.473499	0.944899	1.412304	1.896713	2.385032	2.866975	0.005024	2.6713313664394	1.412304
71	70	.321275	.351305	-839.40841177	-839.43844176	0.000000	0.084508	0.243048	0.321275	0.237456	0.065163	-0.030030	0.000000	0.498801	0.997405	1.494355	2.002181	2.510833	3.018519	0.000588	2.76317137459066	1.494355
71	84	.293080	.554073	-839.40841177	-839.66940473	0.000000	0.067307	0.209253	0.293080	0.155318	-0.141084	-0.260993	0.000000	0.543831	1.088273	1.631810	2.228305	2.825322	3.423340	0.003004	2.96585054461329	1.631810
71	65	.328744	.349572	-839.40841177	-839.42924022	0.000000	0.090850	0.259009	0.328744	0.250812	0.077881	-0.020828	0.000000	0.495614	0.993076	1.487885	2.006034	2.521766	3.034791	0.006396	2.80636726422865	1.487885
22	11	.627453	.651078	-839.67772858	-839.70135383	0.000000	0.143118	0.469217	0.627453	0.451960	0.123110	-0.023625	0.000000	0.625667	1.249189	1.875024	2.560405	3.244182	3.927927	0.007397	3.20721949346967	1.875024
22	69	.421352	.487725	-839.67772858	-839.74410202	0.000000	0.088753	0.289454	0.421352	0.301037	0.048085	-0.066373	0.000000	0.595626	1.201355	1.808806	2.394901	2.982513	3.571060	-0.008874	3.04733608915726	1.808806
22	23	.825882	.807030	-839.67772858	-839.65887653	0.000000	0.172123	0.604059	0.825882	0.599301	0.202212	0.018852	0.000000	0.628066	1.255347	1.882847	2.563488	3.244244	3.923149	0.010405	3.23032582773617	1.882847
18	23	.778919	.380735	-837.76769070	-837.36950627	0.000000	0.176528	0.565477	0.778919	0.686593	0.486379	0.398184	0.000000	0.663453	1.325385	1.989234	2.476557	2.971303	3.466357	-0.038529	3.16454498189079	1.989234
18	84	.113036	.034829	-837.76769070	-837.68948417	0.000000	0.027797	0.080950	0.113036	0.109638	0.090567	0.078207	0.000000	0.366184	0.735718	1.111842	1.443734	1.781598	2.122057	-0.035882	2.05290459521068	1.111842
18	19	.182796	.020070	-837.76769070	-837.60496443	0.000000	0.038700	0.110801	0.164474	0.182796	0.174048	0.162726	0.000000	0.359493	0.718008	1.075778	1.432133	1.797521	2.163436	-0.005729	2.09483695568948	1.432133
20	18	.047202	.328710	-839.48311514	-839.76462337	0.000000	0.024483	0.047202	0.028977	-0.085231	-0.219711	-0.281508	0.000000	0.531971	1.065402	1.488301	1.912011	2.336693	2.762165	-0.016038	2.52010065860539	1.065402
20	215	.772326	.531687	-839.48311514	-839.24247644	0.000000	0.179773	0.582678	0.772326	0.629274	0.363020	0.240639	0.000000	0.571837	1.142392	1.714347	2.239513	2.768645	3.304229	-0.003906	2.95229040043222	1.714347
20	21	.251492	.262572	-839.48311514	-839.49419553	0.000000	0.065231	0.190784	0.251492	0.185530	0.054292	-0.011080	0.000000	0.448304	0.890064	1.328939	1.788813	2.248179	2.703407	0.002093	2.48667064830702	1.328939
20	17	.343814	.274607	-839.48311514	-839.41390796	0.000000	0.088677	0.257573	0.343814	0.287876	0.146383	0.069207	0.000000	0.532441	1.064516	1.599432	2.064258	2.533966	3.003928	-0.017458	2.78274196299692	1.599432
20	5	.424448	.352824	-839.48311514	-839.41149115	0.000000	0.103257	0.319048	0.424448	0.334628	0.156900	0.071624	0.000000	0.498542	0.990767	1.485385	1.970075	2.457860	2.945580	-0.000277	2.68230703133231	1.485385
71	132	.547252	.377441	-845.84996514	-845.68015441	0.000000	0.138742	0.417706	0.547252	0.453858	0.264888	0.169811	0.000000	0.510944	1.021153	1.531445	1.995606	2.462769	2.935031	-0.009355	2.68667360034775	1.531445
71	66	.371086	.316120	-845.84996514	-845.79499890	0.000000	0.099634	0.289035	0.371086	0.283716	0.130856	0.054966	0.000000	0.489236	0.970534	1.447724	1.946502	2.442798	2.939284	0.004800	2.67435550869742	1.447724
71	70	.451773	.401105	-845.84996514	-845.79929678	0.000000	0.115382	0.344970	0.451773	0.356042	0.155602	0.050668	0.000000	0.544575	1.085611	1.621480	2.145830	2.672728	3.202054	-0.005288	2.93574450322292	1.621480
71	84	.454147	.530652	-845.84996514	-845.92647025	0.000000	0.087909	0.316422	0.454147	0.308985	0.032082	-0.076505	0.000000	0.565857	1.134130	1.701173	2.260459	2.821996	3.390137	-0.003294	2.93660713203354	1.701173
71	65	.193982	.275248	-845.84996514	-845.93123086	0.000000	0.056418	0.147107	0.193982	0.136334	0.001714	-0.081266	0.000000	0.482605	0.966216	1.448096	1.954006	2.458338	2.959289	0.003333	2.78482505786904	1.448096
22	11	.484029	.498699	-845.74027904	-845.75494898	0.000000	0.113766	0.359229	0.484029	0.344074	0.089786	-0.014670	0.000000	0.549247	1.096139	1.641503	2.217753	2.797660	3.379339	0.003701	2.99454599737061	1.641503
22	69	.402953	.431968	-845.74027904	-845.76929449	0.000000	0.096686	0.301448	0.402953	0.280028	0.060517	-0.029015	0.000000	0.568560	1.136126	1.698622	2.279522	2.864641	3.442423	0.007826	2.98268751460612	1.698622
22	23	.627346	.732043	-845.74027904	-845.84497616	0.000000	0.155954	0.478713	0.627346	0.443304	0.078763	-0.104697	0.000000	0.585414	1.169063	1.750456	2.385280	3.018012	3.649904	0.014681	3.2201031964221	1.750456
18	23	.467505	.280476	-843.70837000	-843.52134090	0.000000	0.094482	0.326026	0.467505	0.405730	0.257541	0.187029	0.000000	0.621318	1.246830	1.874940	2.382175	2.893003	3.405844	-0.031259	3.06318532738549	1.874940
18	84	.020986	.133104	-843.70837000	-843.82048803	0.000000	0.009636	0.020986	0.010467	-0.032336	-0.085589	-0.112118	0.000000	0.372698	0.747550	1.095552	1.446916	1.797643	2.156058	-0.007731	2.05133397597057	0.747550
18	19	.258498	.113732	-843.70837000	-843.56360391	0.000000	0.065087	0.189734	0.258498	0.238641	0.179883	0.144766	0.000000	0.451614	0.909501	1.374773	1.767795	2.165879	2.569695	-0.036591	2.42647577444834	1.374773
20	18	.166836	.421641	-845.90063199	-846.15543672	0.000000	0.044643	0.122206	0.166836	0.064749	-0.150363	-0.254805	0.000000	0.448088	0.895565	1.341502	1.864051	2.386290	2.911282	0.009756	2.680766256713	1.341502
20	215	.695921	.474072	-845.90063199	-845.67878295	0.000000	0.165712	0.523049	0.695921	0.568656	0.324567	0.221849	0.000000	0.569188	1.131739	1.694327	2.205756	2.717307	3.236437	-0.004404	2.90499820686404	1.694327
20	21	.309337	.261895	-845.90063199	-845.85318990	0.000000	0.081097	0.234103	0.309337	0.242090	0.113465	0.047442	0.000000	0.464205	0.928782	1.393877	1.855285	2.316072	2.777888	-0.000596	2.5511715422968	1.393877
20	17	.313061	.226899	-845.90063199	-845.81447034	0.000000	0.084812	0.236192	0.313061	0.269396	0.152899	0.086162	0.000000	0.522671	1.045126	1.569173	2.038173	2.510303	2.983511	-0.016637	2.7698029460575	1.569173
20	5	.408032	.389372	-845.90063199	-845.88197238	0.000000	0.105372	0.310455	0.408032	0.303854	0.107390	0.018660	0.000000	0.488067	0.977438	1.466621	1.957695	2.452903	2.946589	0.003322	2.72923732804469	1.466621
71	132	.787302	.546563	-846.74508169	-846.50434311	0.000000	0.182207	0.591408	0.787302	0.639290	0.358926	0.240739	0.000000	0.571885	1.142500	1.714253	2.239511	2.768699	3.300446	-0.002377	2.94962064089903	1.714253
71	66	.293832	.303625	-846.74508169	-846.75487421	0.000000	0.071991	0.221277	0.293832	0.214658	0.062072	-0.009793	0.000000	0.467111	0.929623	1.388484	1.863052	2.338910	2.815723	0.002714	2.55892087571278	1.388484
71	70	.329767	.225518	-846.74508169	-846.64083315	0.000000	0.087431	0.245630	0.329767	0.287415	0.171574	0.104249	0.000000	0.522870	1.045764	1.572735	2.024437	2.482155	2.941257	-0.026704	2.73872190824009	1.572735
71	84	.296445	.262419	-846.74508169	-846.71105524	0.000000	0.081087	0.224463	0.296445	0.237595	0.105126	0.034026	0.000000	0.518276	1.037058	1.556676	2.042181	2.533408	3.029861	-0.004618	2.78502035764307	1.556676
71	65	.288075	.219129	-846.74508169	-846.67613573	0.000000	0.078264	0.225135	0.288075	0.243974	0.138447	0.068946	0.000000	0.511937	1.023918	1.533648	2.011978	2.489534	2.975222	-0.009252	2.76391168576222	1.533648
22	11	.470211	.506234	-846.89083128	-846.92685406	0.000000	0.102671	0.341420	0.470211	0.348460	0.090727	-0.036023	0.000000	0.591432	1.180702	1.767881	2.359502	2.955876	3.553498	-0.003018	3.09401693823019	1.767881
22	69	.113915	.578250	-846.89083128	-847.35516636	0.000000	0.043364	0.113915	0.057389	-0.138757	-0.368915	-0.464335	0.000000	0.601484	1.203791	1.664641	2.130013	2.600460	3.074482	-0.020552	2.73003409837627	1.203791
22	23	.463272	.502542	-846.89083128	-846.93010107	0.000000	0.112180	0.353017	0.463272	0.316665	0.067398	-0.039270	0.000000	0.510726	1.022105	1.526776	2.066569	2.606165	3.147351	0.013920	2.85495507957703	1.526776
18	23	.480442	.127834	-844.91756490	-844.56495662	0.000000	0.085103	0.275367	0.434981	0.480442	0.409493	0.352608	0.000000	0.425794	0.853966	1.274162	1.685659	2.207424	2.729793	0.032034	2.55732193985711	1.685659
18	84	.318768	.152997	-844.91756490	-844.75179370	0.000000	0.103813	0.275321	0.318768	0.301934	0.227352	0.165771	0.000000	0.602358	1.208402	1.819207	2.365945	2.911891	3.457165	-0.009978	3.01059625746722	1.819207
18	19	.220860	.150908	-844.91756490	-844.84761313	0.000000	0.056636	0.162276	0.220860	0.193368	0.116690	0.069952	0.000000	0.407645	0.821147	1.240764	1.619246	2.005079	2.395897	-0.034769	2.3095101123338	1.240764
20	18	.194678	.626957	-844.48528696	-844.91756608	0.000000	0.067618	0.162997	0.194678	0.072861	-0.257573	-0.432279	0.000000	0.504782	1.006659	1.505850	2.126380	2.742375	3.354590	0.022671	2.93394836313604	1.505850
20	215	.516759	.475049	-844.48528696	-844.44357658	0.000000	0.132298	0.396109	0.516759	0.398610	0.155625	0.041710	0.000000	0.492929	0.989786	1.487625	1.967378	2.450425	2.935187	-0.002121	2.6913792383152	1.487625
20	21	.431298	.391620	-844.48528696	-844.44560901	0.000000	0.111254	0.329992	0.431298	0.333368	0.135815	0.039678	0.000000	0.476958	0.957889	1.435160	1.909261	2.386555	2.860016	0.000403	2.66819655611295	1.435160
20	17	.316315	.347245	-844.48528696	-844.51621667	0.000000	0.088150	0.246615	0.316315	0.236952	0.063704	-0.030930	0.000000	0.492199	0.982133	1.468794	1.966591	2.464939	2.964551	0.002473	2.75868872506922	1.468794
20	5	.410231	.509319	-844.48528696	-844.58437478	0.000000	0.086722	0.300729	0.410231	0.275733	0.014214	-0.099088	0.000000	0.499762	0.996237	1.489864	2.021542	2.554236	3.095404	0.001758	2.7720660208199	1.489864
71	132	.454885	.328498	-831.98725223	-831.86086509	0.000000	0.116374	0.350182	0.454885	0.366211	0.205844	0.126387	0.000000	0.489798	0.982671	1.476794	1.943556	2.413692	2.890734	-0.000014	2.6724571536416	1.476794
71	66	.656169	.551450	-831.98725223	-831.88253319	0.000000	0.149781	0.489864	0.656169	0.514061	0.232080	0.104719	0.000000	0.562041	1.123702	1.689543	2.222429	2.755931	3.292052	0.002846	2.95751407616543	1.689543
71	70	.581673	.521757	-831.98725223	-831.92733609	0.000000	0.146324	0.440636	0.581673	0.446097	0.177897	0.059916	0.000000	0.556364	1.112654	1.668432	2.203501	2.739855	3.277623	-0.000504	2.92780512621955	1.668432
71	84	4.149398	4.472776	-831.98725223	-832.31063004	0.000000	0.098213	0.285910	4.149398	0.216013	-0.155734	-0.323378	0.000000	0.602457	1.204960	1.805529	2.443381	3.080930	3.718886	0.009144	3.2663849905369	1.805529
71	65	.510404	.468103	-831.98725223	-831.94495126	0.000000	0.109998	0.341022	0.510404	0.412202	0.164544	0.042301	0.000000	0.630092	1.260294	1.893351	2.419494	2.951139	3.488130	-0.045115	3.09387828055141	1.893351
22	11	.436764	.459162	-834.41772764	-834.44012576	0.000000	0.140730	0.345202	0.436764	0.340683	0.106928	-0.022398	0.000000	0.642451	1.286508	1.931262	2.535518	3.139097	3.742702	-0.003075	3.16611359722019	1.931262
22	69	.213208	.245630	-834.41772764	-834.45014932	0.000000	0.050679	0.155567	0.213208	0.150437	0.025735	-0.032422	0.000000	0.473015	0.949377	1.425212	1.897623	2.372596	2.849350	-0.000539	2.54320423262808	1.425212
22	23	.306164	.280298	-834.41772764	-834.39186129	0.000000	0.080989	0.236682	0.306164	0.227655	0.088533	0.025866	0.000000	0.490094	0.981350	1.472278	1.967269	2.460686	2.955457	0.007429	2.720174524414	1.472278
18	23	.486290	.257721	-834.38093886	-834.15237026	0.000000	0.122791	0.374687	0.486290	0.422294	0.287405	0.228569	0.000000	0.617090	1.235218	1.858772	2.364402	2.871856	3.381179	-0.004947	2.99550291953777	1.858772
18	84	.095993	.050811	-834.38093886	-834.33575681	0.000000	0.020001	0.063041	0.095993	0.089881	0.060975	0.045182	0.000000	0.356444	0.717080	1.084098	1.394593	1.710821	2.032670	-0.044972	1.96570023232876	1.084098
18	19	.204485	.089500	-834.38093886	-834.26595347	0.000000	0.051218	0.148966	0.204485	0.191469	0.145451	0.114985	0.000000	0.424120	0.854422	1.293190	1.666896	2.048958	2.434692	-0.042858	2.3222768783951	1.293190
20	18	.074405	.200961	-834.25438522	-834.38094142	0.000000	0.024942	0.063849	0.074405	0.021171	-0.074263	-0.126556	0.000000	0.366473	0.727519	1.083333	1.507174	1.924074	2.335225	0.038755	2.22350240355552	1.083333
20	215	.564151	.317292	-834.25438522	-834.00752584	0.000000	0.142968	0.433270	0.564151	0.475551	0.319629	0.246859	0.000000	0.523243	1.047366	1.571711	2.045756	2.522189	3.005517	-0.006289	2.73938481423709	1.571711
20	21	.419787	.282531	-834.25438522	-834.11712900	0.000000	0.114846	0.328837	0.419787	0.351814	0.215428	0.137256	0.000000	0.497356	0.996523	1.497300	1.971916	2.443316	2.921442	-0.002634	2.6947837637435	1.497300
20	17	.503420	.360838	-834.25438522	-834.11180368	0.000000	0.123080	0.378187	0.503420	0.419166	0.233854	0.142582	0.000000	0.566308	1.127210	1.686142	2.180055	2.676133	3.173810	-0.018512	2.89084633305537	1.686142
20	5	.287946	.249298	-834.25438522	-834.21573710	0.000000	0.071970	0.215985	0.287946	0.229724	0.106708	0.038648	0.000000	0.460451	0.921015	1.382221	1.830926	2.280162	2.730737	-0.008397	2.53417680375881	1.382221
71	132	.738070	.548190	-840.68627432	-840.49639476	0.000000	0.169595	0.554610	0.738070	0.584175	0.313835	0.189880	0.000000	0.568063	1.135061	1.702617	2.232921	2.766640	3.304294	-0.000904	2.94079025847629	1.702617
71	66	.316116	.262800	-840.68627432	-840.63295875	0.000000	0.082531	0.239155	0.316116	0.251087	0.120531	0.053316	0.000000	0.447910	0.896177	1.345936	1.779152	2.214120	2.650032	-0.006282	2.46564149738621	1.345936
71	70	.263528	.245920	-840.68627432	-840.66866663	0.000000	0.076809	0.201777	0.263528	0.219529	0.099221	0.017608	0.000000	0.463332	0.932742	1.406929	1.850272	2.297891	2.746863	-0.021228	2.63549919731322	1.406929
71	84	.457582	.615334	-840.68627432	-840.84402671	0.000000	0.138003	0.397190	0.457582	0.403851	0.062069	-0.157752	0.000000	0.645424	1.289952	1.936864	2.692529	3.437567	4.174049	0.039809	3.12749828563089	1.936864
71	65	.342875	.449307	-840.68627432	-840.79270622	0.000000	0.102034	0.220151	0.342875	0.253690	0.015835	-0.106432	0.000000	0.650792	1.308573	1.970627	2.507680	3.051852	3.598840	-0.037551	3.13031247957279	1.970627
22	11	.318041	.312215	-843.17208333	-843.16625732	0.000000	0.081667	0.239273	0.318041	0.236015	0.083813	0.005826	0.000000	0.497954	0.989042	1.478887	1.972608	2.467274	2.962151	0.001955	2.74783974235399	1.478887
22	69	.517516	.639621	-843.17208333	-843.29418783	0.000000	0.116520	0.380340	0.517516	0.353763	0.033406	-0.122105	0.000000	0.545218	1.089616	1.632897	2.212815	2.794755	3.378448	0.005612	2.95303965832024	1.632897
22	23	.453082	.399019	-843.17208333	-843.11801993	0.000000	0.114392	0.343249	0.453082	0.360799	0.159377	0.054063	0.000000	0.532506	1.063814	1.596968	2.100812	2.609734	3.120716	-0.007738	2.86510035300406	1.596968
18	23	.534499	.343170	-840.96941481	-840.77808596	0.000000	0.137388	0.396805	0.534499	0.458534	0.275942	0.191329	0.000000	0.579751	1.157170	1.734107	2.235683	2.739569	3.234912	-0.039834	2.98151166056827	1.734107
18	84	.295360	.169973	-840.96941481	-840.84402733	0.000000	0.069852	0.217534	0.295360	0.239381	0.155158	0.125387	0.000000	0.456582	0.910224	1.368606	1.784581	2.202239	2.621751	-0.004180	2.43889009217681	1.368606
18	19	.208809	.097236	-840.96941481	-840.85784155	0.000000	0.057380	0.158526	0.208809	0.187695	0.138933	0.111573	0.000000	0.418236	0.840766	1.268611	1.648693	2.033773	2.421309	-0.023631	2.28907654094615	1.268611
20	18	.256981	.429771	-842.81302467	-842.98581459	0.000000	0.058566	0.177186	0.256981	0.166173	-0.051625	-0.172790	0.000000	0.471838	0.941699	1.415551	1.901289	2.392070	2.880406	-0.008710	2.65124603718899	1.415551
20	215	.646169	.446706	-842.81302467	-842.61356193	0.000000	0.162032	0.489477	0.646169	0.531835	0.306402	0.199463	0.000000	0.526081	1.053502	1.582235	2.059773	2.541299	3.029762	-0.005432	2.77095043054371	1.582235
20	21	.544082	.424525	-842.81302467	-842.69346791	0.000000	0.136138	0.410289	0.544082	0.439206	0.223462	0.119557	0.000000	0.514939	1.028865	1.543879	2.023749	2.505227	2.987988	-0.004860	2.73489274592073	1.543879
20	17	.357023	.263890	-842.81302467	-842.71989201	0.000000	0.093431	0.268989	0.357023	0.303365	0.170815	0.093133	0.000000	0.514728	1.029778	1.546481	2.004672	2.469909	2.937571	-0.017984	2.74134485126641	1.546481
20	5	.496046	.489713	-842.81302467	-842.80669151	0.000000	0.122986	0.376004	0.496046	0.367622	0.123402	0.006333	0.000000	0.500157	0.991966	1.482307	1.989879	2.499186	3.013621	0.008924	2.72999703804663	1.482307
71	132	.610232	.436197	-844.21804761	-844.04401216	0.000000	0.157518	0.467679	0.610232	0.500628	0.274384	0.174035	0.000000	0.514812	1.029405	1.548180	2.011241	2.481281	2.953741	-0.005014	2.68644155922331	1.548180
71	66	.443535	.374038	-844.21804761	-844.14855073	0.000000	0.113879	0.339230	0.443535	0.343542	0.157626	0.069497	0.000000	0.480772	0.957292	1.432817	1.898994	2.367337	2.841290	0.000063	2.63426162810093	1.432817
71	70	.354584	.312346	-844.21804761	-844.17580941	0.000000	0.100169	0.281227	0.354584	0.273060	0.119018	0.042238	0.000000	0.506801	1.011408	1.510093	2.025136	2.541607	3.063406	0.006801	2.81889082301913	1.510093
71	84	.223662	.272718	-844.21804761	-844.26710381	0.000000	0.061649	0.171561	0.223662	0.160462	0.026194	-0.049056	0.000000	0.418966	0.838165	1.254256	1.686918	2.117204	2.543471	0.009698	2.39114519490697	1.254256
71	65	.344603	.226892	-844.21804761	-844.10033637	0.000000	0.091928	0.267760	0.344603	0.297511	0.184347	0.117711	0.000000	0.526370	1.049747	1.568465	2.044440	2.523273	3.003193	-0.013843	2.79230769439304	1.568465
22	11	.236427	.376886	-846.53381322	-846.67427200	0.000000	0.057950	0.175160	0.236427	0.150192	-0.040888	-0.140459	0.000000	0.497878	0.987681	1.475077	1.985164	2.496982	3.008534	0.003155	2.79784092727553	1.475077
22	69	.870989	1.125972	-846.53381322	-846.78879653	0.000000	0.154386	0.605309	0.870989	0.563149	-0.017728	-0.254983	0.000000	0.658470	1.313247	1.965750	2.663385	3.363504	4.069953	-0.000348	3.3472937019432	1.965750
22	23	.467550	.417163	-846.53381322	-846.48342653	0.000000	0.108287	0.351575	0.467550	0.358756	0.147220	0.050387	0.000000	0.526534	1.054806	1.580544	2.101666	2.625802	3.145324	-0.000620	2.83452670088192	1.580544
18	23	.520943	.187425	-846.71821626	-846.38469872	0.000000	0.127927	0.389355	0.520943	0.473728	0.376543	0.333518	0.000000	0.538803	1.076722	1.615237	2.020870	2.431426	2.843427	-0.026726	2.61362348429541	1.615237
18	84	.491897	.142340	-846.71821626	-846.36865966	0.000000	0.117893	0.365177	0.491897	0.466523	0.390927	0.349557	0.000000	0.654258	1.311734	1.976656	2.423875	2.876720	3.335376	-0.037208	2.92801839003675	1.976656
18	19	.190321	.139157	-846.71821626	-846.66705235	0.000000	0.051306	0.142655	0.190321	0.162872	0.093181	0.051164	0.000000	0.394146	0.791355	1.192025	1.565430	1.943860	2.325436	-0.022618	2.25468583937419	1.192025
20	18	.107404	.444298	-844.16784830	-844.50474249	0.000000	0.031882	0.089026	0.107404	0.002013	-0.218292	-0.336894	0.000000	0.436463	0.870161	1.300384	1.879685	2.455218	3.028856	0.047360	2.71874781630024	1.300384
20	215	.495494	.369643	-844.16784830	-844.04199761	0.000000	0.131516	0.381793	0.495494	0.405869	0.219356	0.125851	0.000000	0.501680	1.002112	1.500948	1.964313	2.433964	2.906364	-0.005850	2.68190585343472	1.500948
20	21	.665246	.609123	-844.16784830	-844.11172555	0.000000	0.155463	0.498399	0.665246	0.488949	0.181071	0.056123	0.000000	0.541813	1.087292	1.629668	2.185686	2.747256	3.300271	0.009252	2.9627323698503	1.629668
20	17	.645331	.610583	-844.16784830	-844.13310026	0.000000	0.142515	0.469901	0.645331	0.482234	0.172368	0.034748	0.000000	0.585805	1.166528	1.745719	2.300451	2.857135	3.418354	-0.005246	3.04748146644514	1.745719
20	5	.546985	.672516	-844.16784830	-844.29337924	0.000000	0.121012	0.406504	0.546985	0.350455	0.009512	-0.125531	0.000000	0.525931	1.047897	1.561843	2.163054	2.761547	3.359664	0.013682	2.97178559002624	1.561843
82	83	.481830	.345952	-920.68341876	-920.54754111	0.000000	0.118961	0.362717	0.481830	0.398499	0.220736	0.135878	0.000000	0.474418	0.953709	1.433061	1.863590	2.298690	2.734474	-0.011207	2.55201089655395	1.433061
82	80	.728941	.621593	-920.68341876	-920.57607088	0.000000	0.203847	0.574387	0.728941	0.574553	0.284434	0.107348	0.000000	0.573662	1.146375	1.717317	2.320707	2.918835	3.516116	0.013489	3.11658636785392	1.717317
82	148	.782145	.627523	-920.68341876	-920.52879716	0.000000	0.193064	0.601019	0.782145	0.623641	0.323134	0.154622	0.000000	0.569717	1.140244	1.707954	2.272641	2.834935	3.396061	0.010062	3.03688214399112	1.707954
83	160	.597935	.512264	-920.54753606	-920.46186457	0.000000	0.151358	0.455002	0.597935	0.472816	0.219819	0.085671	0.000000	0.501925	1.005758	1.507369	1.995993	2.484866	2.974928	-0.000931	2.74026095748573	1.507369
83	81	.645453	.607842	-920.54753606	-920.50992547	0.000000	0.161415	0.493520	0.645453	0.494562	0.186349	0.037611	0.000000	0.523065	1.048528	1.570000	2.091860	2.613141	3.135974	0.004593	2.86368587349713	1.570000
83	144	.691957	.639267	-920.54753606	-920.49484594	0.000000	0.171929	0.521627	0.691957	0.532635	0.209370	0.052690	0.000000	0.540586	1.080671	1.620212	2.149110	2.681112	3.210498	0.000249	2.92517752461108	1.620212
18	23	.456656	.352731	-920.68477557	-920.58085054	0.000000	0.120212	0.344975	0.456656	0.375726	0.199741	0.103925	0.000000	0.462164	0.927384	1.395778	1.823336	2.253616	2.688737	-0.012922	2.54627969725996	1.395778
18	84	.687729	.578808	-920.68477557	-920.57585451	0.000000	0.179429	0.533066	0.687729	0.536855	0.268102	0.108921	0.000000	0.565690	1.129780	1.691653	2.268090	2.840743	3.412764	0.019991	3.03981893994686	1.691653
18	19	.483437	.345649	-920.68477557	-920.54698736	0.000000	0.122363	0.365519	0.483437	0.400502	0.223960	0.137788	0.000000	0.473676	0.950384	1.428483	1.855782	2.287531	2.725207	-0.010226	2.54672086425688	1.428483
82	83	.483282	.404069	-920.12115792	-920.04194479	0.000000	0.124484	0.364613	0.483282	0.385560	0.183944	0.079213	0.000000	0.471398	0.945769	1.421246	1.870448	2.322354	2.776555	-0.007356	2.5862794162652	1.421246
82	80	.777858	.728426	-920.12115792	-920.07172599	0.000000	0.207648	0.597004	0.777858	0.596827	0.236853	0.049432	0.000000	0.580816	1.160593	1.739222	2.319443	2.900325	3.482685	0.006036	3.13910734072699	1.739222
82	148	.618146	.525214	-920.12115792	-920.02822573	0.000000	0.150082	0.470529	0.618146	0.483458	0.227330	0.092932	0.000000	0.536198	1.070145	1.601667	2.132428	2.659444	3.184798	0.002778	2.88614794661442	1.601667
83	160	.558450	.494615	-920.04194437	-919.97810902	0.000000	0.145852	0.425127	0.558450	0.440377	0.196961	0.063835	0.000000	0.497830	0.989432	1.482102	1.963593	2.444609	2.929913	-0.003314	2.71343371904438	1.482102
83	81	.731337	.778317	-920.04194437	-920.08892466	0.000000	0.182332	0.555510	0.731337	0.527509	0.132963	-0.046980	0.000000	0.534762	1.060932	1.584493	2.141714	2.700182	3.258488	0.009954	2.94371989366352	1.584493
