0	0.000000	0.000000	0.000000
0.05	0.028428	0.00025176732088	-0.0176940190037991
0.1	0.056856	0.00100495300544	-0.0352763728493035
0.15	0.085284	0.00225638263656	-0.0527470615365133
0.2	0.113712	0.00400288179712	-0.0701060850654285
0.25	0.14214	0.00624127607	-0.0873534434360489
0.3	0.170568	0.00896839103808	-0.104489136648375
0.35	0.198996	0.01218105228424	-0.121513164702406
0.4	0.227424	0.01587608539136	-0.138425527598143
0.45	0.255852	0.02005031594232	-0.155226225335585
0.5	0.28428	0.02470056952	-0.171915257914732
0.55	0.312708	0.02982367170728	-0.188492625335585
0.6	0.341136	0.03541644808704	-0.204958327598143
0.65	0.369564	0.04147572424216	-0.221312364702406
0.7	0.397992	0.04799832575552	-0.237554736648375
0.75	0.42642	0.05498107821	-0.253685443436049
0.8	0.454848	0.06242080718848	-0.269704485065428
0.85	0.483276	0.07031433827384	-0.285611861536513
0.9	0.511704	0.07865849704896	-0.301407572849304
0.95	0.540132	0.08745010909672	-0.317091619003799
1	0.568560	0.096686	-0.332664
1.05	0.5969383	0.106244042090165	-0.340808112193498
1.1	0.6253166	0.116020928622782	-0.348087365208733
1.15	0.6536949	0.125992116364632	-0.354501759045706
1.2	0.6820732	0.136133062082496	-0.360051293704415
1.25	0.7104515	0.146419222543156	-0.364735969184861
1.3	0.7388298	0.156826054513394	-0.368555785487045
1.35	0.7672081	0.167329014759991	-0.371510742610965
1.4	0.7955864	0.177903560049728	-0.373600840556622
1.45	0.8239647	0.188525147149387	-0.374826079324017
1.5	0.852343	0.19916923282575	-0.375186458913148
1.55	0.8807213	0.209811273845598	-0.374681979324017
1.6	0.9090996	0.220426726975712	-0.373312640556622
1.65	0.9374779	0.230991048982874	-0.371078442610965
1.7	0.9658562	0.241479696633866	-0.367979385487045
1.75	0.9942345	0.251868126695469	-0.364015469184861
1.8	1.0226128	0.262131795934464	-0.359186693704415
1.85	1.0509911	0.272246161117633	-0.353493059045706
1.9	1.0793694	0.282186679011758	-0.346934565208733
1.95	1.1077477	0.29192880638362	-0.339511212193498
2	1.136126	0.301448	-0.331223
2.05	1.1642508	0.310601677741464	-0.319616043221356
2.1	1.1923756	0.319420999464512	-0.307446402945728
2.15	1.2205004	0.327890139808328	-0.294714079173114
2.2	1.2486252	0.335993273412096	-0.281419071903516
2.25	1.27675	0.343714574915	-0.267561381136933
2.3	1.3048748	0.351038218956224	-0.253141006873364
2.35	1.3329996	0.357948380174952	-0.238157949112811
2.4	1.3611244	0.364429233210368	-0.222612207855274
2.45	1.3892492	0.370464952701656	-0.206503783100751
2.5	1.417374	0.376039713288	-0.189832674849243
2.55	1.4454988	0.381137689608584	-0.172598883100751
2.6	1.4736236	0.385743056302592	-0.154802407855274
2.65	1.5017484	0.389839988009208	-0.136443249112811
2.7	1.5298732	0.393412659367616	-0.117521406873364
2.75	1.557998	0.396445245017	-0.0980368811369325
2.8	1.5861228	0.398921919596544	-0.0779896719035157
2.85	1.6142476	0.400826857745432	-0.0573797791731142
2.9	1.6423724	0.402144234102848	-0.0362072029457276
2.95	1.6704972	0.402858223307976	-0.0144719432213562
3	1.698622	0.402953	0.007826
3.05	1.727667	0.402371547202225	0.0321066034541229
3.1	1.756712	0.4010940536618	0.0557544381236013
3.15	1.785757	0.399138898148075	0.0787695040084352
3.2	1.814802	0.3965244594304	0.101151801108625
3.25	1.843847	0.393269116278125	0.122901329424169
3.3	1.872892	0.3893912474606	0.14401808895507
3.35	1.901937	0.384909231747175	0.164502079701326
3.4	1.930982	0.3798414479072	0.184353301662937
3.45	1.960027	0.374206274710025	0.203571754839904
3.5	1.989072	0.368022090925	0.222157439232226
3.55	2.018117	0.361307275321475	0.240110354839904
3.6	2.047162	0.3540802066688	0.257430501662937
3.65	2.076207	0.346359263736325	0.274117879701326
3.7	2.105252	0.3381628252934	0.29017248895507
3.75	2.134297	0.329509270109375	0.305594329424169
3.8	2.163342	0.3204169769536	0.320383401108625
3.85	2.192387	0.310904324595425	0.334539704008435
3.9	2.221432	0.3009896918042	0.348063238123601
3.95	2.250477	0.290691457349275	0.360954003454123
4	2.279522	0.280028	0.373212
4.05	2.30877795	0.269021556475005	0.379059491972086
4.1	2.3380339	0.257857448700538	0.383990268999742
4.15	2.36728985	0.246562496043178	0.388004331082968
4.2	2.3965458	0.235163517869504	0.391101678221763
4.25	2.42580175	0.223687333546094	0.393282310416129
4.3	2.4550577	0.212160762439526	0.394546227666064
4.35	2.48431365	0.200610623916379	0.39489342997157
4.4	2.5135696	0.189063737343232	0.394323917332645
4.45	2.54282555	0.177546922086663	0.39283768974929
4.5	2.5720815	0.16608699751325	0.390434747221505
4.55	2.60133745	0.154710782989572	0.38711508974929
4.6	2.6305934	0.143445097882208	0.382878717332645
4.65	2.65984935	0.132316761557736	0.37772562997157
4.7	2.6891053	0.121352593382734	0.371655827666064
4.75	2.71836125	0.110579412723781	0.364669310416129
4.8	2.7476172	0.100024038947456	0.356766078221763
4.85	2.77687315	0.0897132914203368	0.347946131082968
4.9	2.8061291	0.079673989509002	0.338209468999742
4.95	2.83538505	0.0699329525800302	0.327556091972086
5	2.864641	0.060517	0.315986
5.05	2.8935301	0.0516293755847785	0.299321753039191
5.1	2.9224192	0.043221851132788	0.282748553126889
5.15	2.9513083	0.0352917963767395	0.266266400263092
5.2	2.9801974	0.027836581049344	0.249875294447802
5.25	3.0090865	0.0208535748833125	0.233575235681018
5.3	3.0379756	0.014340147611356	0.21736622396274
5.35	3.0668647	0.00829366896618552	0.201248259292969
